Time,Amplitude,F_Sampling
0.0,5.363979981603347,15.0
0.0001,5.3698200356629195,nan
0.0002,5.375185591735778,nan
0.00030000000000000003,5.380078653675298,nan
0.0004,5.38450126725568,nan
0.0005,5.388455519965619,nan
0.0006000000000000001,5.391943540798283,nan
0.0007,5.394967500037981,nan
0.0008,5.397529609042772,nan
0.0009000000000000001,5.399632120023442,nan
0.001,5.401277325819228,nan
0.0011,5.402467559669553,nan
0.0012000000000000001,5.403205194982181,nan
0.0013000000000000002,5.403492645098175,nan
0.0014,5.403332363052961,nan
0.0015,5.402726841333799,nan
0.0016,5.401678611634237,nan
0.0017000000000000001,5.400190244604615,nan
0.0018000000000000002,5.398264349599133,nan
0.0019,5.3959035744199175,nan
0.002,5.393110605057244,nan
0.0021000000000000003,5.389888165426347,nan
0.0022,5.3862390171013415,nan
0.0023,5.3821659590453415,nan
0.0024000000000000002,5.377671827337259,nan
0.0025,5.372759494895775,nan
0.0026000000000000003,5.36743187119959,nan
0.0027,5.361691902004396,nan
0.0028,5.355542569057164,nan
0.0029000000000000002,5.348986889806708,nan
0.003,5.342027917111118,nan
0.0031000000000000003,5.3346687389425185,nan
0.0032,5.326912478088254,nan
0.0033,5.318762291848954,nan
0.0034000000000000002,5.310221371734061,nan
0.0035,5.301292943153828,nan
0.0036000000000000003,5.291980265108286,nan
0.0037,5.2822866298737825,nan
0.0038,5.272215362686036,nan
0.0039000000000000003,5.261769821420263,nan
0.004,5.250953396268966,nan
0.0041,5.2397695094163215,nan
0.004200000000000001,5.228221614709702,nan
0.0043,5.2163131973289945,nan
0.0044,5.2040477734525625,nan
0.0045000000000000005,5.191428889920449,nan
0.0046,5.178460123895476,nan
0.0047,5.165145082521058,nan
0.0048000000000000004,5.1514874025763575,nan
0.0049,5.137490750129435,nan
0.005,5.123158820187188,nan
0.0051,5.1084953363427426,nan
0.005200000000000001,5.0935040504209255,nan
0.0053,5.078188742120628,nan
0.0054,5.062553218654691,nan
0.0055000000000000005,5.046601314388013,nan
0.0056,5.0303368904725945,nan
0.0057,5.013763834480247,nan
0.0058000000000000005,4.996886060033584,nan
0.0059,4.979707506434086,nan
0.006,4.962232138287881,nan
0.0061,4.944463945129958,nan
0.006200000000000001,4.926406941045521,nan
0.0063,4.908065164289169,nan
0.0064,4.889442676902613,nan
0.006500000000000001,4.870543564329629,nan
0.0066,4.851371935028948,nan
0.0067,4.831931920085789,nan
0.0068000000000000005,4.812227672820708,nan
0.006900000000000001,4.792263368396525,nan
0.007,4.77204320342396,nan
0.0071,4.751571395564733,nan
0.007200000000000001,4.730852183132798,nan
0.0073,4.709889824694441,nan
0.0074,4.688688598665926,nan
0.007500000000000001,4.667252802909357,nan
0.0076,4.645586754327576,nan
0.0077,4.62369478845665,nan
0.0078000000000000005,4.601581259056735,nan
0.0079,4.579250537702045,nan
0.008,4.556707013368538,nan
0.0081,4.533955092020106,nan
0.0082,4.510999196193945,nan
0.0083,4.487843764583783,nan
0.008400000000000001,4.464493251621696,nan
0.0085,4.440952127059244,nan
0.0086,4.4172248755465695,nan
0.008700000000000001,4.3933159962101636,nan
0.0088,4.369230002230127,nan
0.0089,4.344971420415447,nan
0.009000000000000001,4.32054479077809,nan
0.0091,4.295954666106686,nan
0.0092,4.271205611538366,nan
0.009300000000000001,4.246302204129495,nan
0.0094,4.221249032426146,nan
0.0095,4.196050696032809,nan
0.009600000000000001,4.1707118051801455,nan
0.0097,4.145236980292576,nan
0.0098,4.11963085155422,nan
0.0099,4.093898058474011,nan
0.01,4.0680432494507315,nan
0.010100000000000001,4.04207108133657,nan
0.0102,4.015986218999906,nan
0.0103,3.9897933348881924,nan
0.010400000000000001,3.9634971085894186,nan
0.0105,3.9371022263929616,nan
0.0106,3.9106133808506423,nan
0.010700000000000001,3.884035270336468,nan
0.0108,3.857372598605897,nan
0.0109,3.830630074355411,nan
0.011000000000000001,3.803812410780904,nan
0.0111,3.7769243251357025,nan
0.0112,3.749970538289011,nan
0.011300000000000001,3.7229557742833155,nan
0.0114,3.6958847598914986,nan
0.0115,3.668762224174534,nan
0.011600000000000001,3.6415928980382226,nan
0.0117,3.6143815137897946,nan
0.0118,3.587132804695189,nan
0.0119,3.559851504535497,nan
0.012,3.5325423471633934,nan
0.012100000000000001,3.505210066060357,nan
0.0122,3.4778593938931737,nan
0.0123,3.450495062070571,nan
0.012400000000000001,3.4231218003007164,nan
0.0125,3.395744336148166,nan
0.0126,3.3683673945910053,nan
0.012700000000000001,3.3409956975790394,nan
0.0128,3.313633963591501,nan
0.0129,3.28628690719509,nan
0.013000000000000001,3.2589592386031834,nan
0.0131,3.231655663234654,nan
0.0132,3.2043808812731918,nan
0.013300000000000001,3.177139587227856,nan
0.0134,3.149936469493393,nan
0.0135,3.122776209911163,nan
0.013600000000000001,3.0956634833314087,nan
0.0137,3.0686029571754174,nan
0.013800000000000002,3.0415992909984055,nan
0.013900000000000001,3.014657136053847,nan
0.014,2.9877811348578565,nan
0.014100000000000001,2.9609759207543496,nan
0.0142,2.9342461174818277,nan
0.0143,2.907596338740273,nan
0.014400000000000001,2.8810311877589907,nan
0.0145,2.854555256866152,nan
0.0146,2.828173127058589,nan
0.014700000000000001,2.8018893675726337,nan
0.0148,2.775708535456787,nan
0.0149,2.7496351751447436,nan
0.015000000000000001,2.723673818029594,nan
0.0151,2.697828982039934,nan
0.0152,2.6721051712164927,nan
0.015300000000000001,2.6465068752900134,nan
0.0154,2.6210385692611693,nan
0.0155,2.595704712981112,nan
0.015600000000000001,2.5705097507333825,nan
0.015700000000000002,2.5454581108179717,nan
0.0158,2.5205542051361265,nan
0.0159,2.4958024287766216,nan
0.016,2.4712071596043064,nan
0.0161,2.446772757849491,nan
0.0162,2.4225035656989258,nan
0.016300000000000002,2.3984039068891576,nan
